"","feature","anovas.Legend_ex_withdraw DenDF","anovas.Legend_ex_withdraw F value","anovas.Legend_ex_withdraw Mean Sq","anovas.Legend_ex_withdraw NumDF","anovas.Legend_ex_withdraw Pr(>F)","anovas.Legend_ex_withdraw Sum Sq","coefs.(Intercept) 2.5 %","coefs.(Intercept) 97.5 %","coefs.(Intercept) df","coefs.(Intercept) Estimate","coefs.(Intercept) Pr(>|t|)","coefs.(Intercept) Std. Error","coefs.(Intercept) t value","coefs.Legend_ex_withdrawDay 2 of washout (T2W) 2.5 %","coefs.Legend_ex_withdrawDay 2 of washout (T2W) 97.5 %","coefs.Legend_ex_withdrawDay 2 of washout (T2W) df","coefs.Legend_ex_withdrawDay 2 of washout (T2W) Estimate","coefs.Legend_ex_withdrawDay 2 of washout (T2W) Pr(>|t|)","coefs.Legend_ex_withdrawDay 2 of washout (T2W) Std. Error","coefs.Legend_ex_withdrawDay 2 of washout (T2W) t value","coefs.Legend_ex_withdrawDay 4 of washout (T4W) 2.5 %","coefs.Legend_ex_withdrawDay 4 of washout (T4W) 97.5 %","coefs.Legend_ex_withdrawDay 4 of washout (T4W) df","coefs.Legend_ex_withdrawDay 4 of washout (T4W) Estimate","coefs.Legend_ex_withdrawDay 4 of washout (T4W) Pr(>|t|)","coefs.Legend_ex_withdrawDay 4 of washout (T4W) Std. Error","coefs.Legend_ex_withdrawDay 4 of washout (T4W) t value","coefs.Legend_ex_withdrawPost-washout (T14W) 2.5 %","coefs.Legend_ex_withdrawPost-washout (T14W) 97.5 %","coefs.Legend_ex_withdrawPost-washout (T14W) df","coefs.Legend_ex_withdrawPost-washout (T14W) Estimate","coefs.Legend_ex_withdrawPost-washout (T14W) Pr(>|t|)","coefs.Legend_ex_withdrawPost-washout (T14W) Std. Error","coefs.Legend_ex_withdrawPost-washout (T14W) t value","anovas.Legend_ex_withdraw Pr(>F).BH","coefs.(Intercept) Pr(>|t|).BH","coefs.Legend_ex_withdrawDay 2 of washout (T2W) Pr(>|t|).BH","coefs.Legend_ex_withdrawDay 4 of washout (T4W) Pr(>|t|).BH","coefs.Legend_ex_withdrawPost-washout (T14W) Pr(>|t|).BH"
"163","Firmicutes bacterium CAG:313",91.062402492913,2.37085043403045,4.35838373614088,3,0.0756333314274404,13.0751512084226,-1.3593252234382,1.45322586597889,37.0039939866891,0.0469503212703461,0.94817917232157,0.717500707054348,0.065435923349954,0.169650114607585,1.51961630440211,91.0221213207546,0.844633209504847,0.0160900555217849,0.344385458213234,2.452580936161,-0.350497082864349,1.02983853323124,91.104492769808,0.339670725183447,0.337293987389951,0.352132903202177,0.964609447440432,-0.564338346775762,0.785627843018761,91.0221213205463,0.110644748121499,0.74873348591936,0.344385458213234,0.321281707699143,0.688004578255629,0.953870523896129,0.449448884241859,0.990316899229131,0.977025442307036
"164","Firmicutes bacterium CAG:41",91.0155852921814,1.19239255685346,0.511997067183303,3,0.317174975069216,1.53599120154991,5.58730403265919,6.540922011307,44.6998864146042,6.0641130219831,7.37393308986911e-28,0.243274362735698,24.9270533639065,-0.381276747955904,0.271156892801777,90.9269549575546,-0.0550599275770633,0.741549832564233,0.166440211632457,-0.330809045704951,-0.164523926690998,0.50240065976851,91.1082966348516,0.168938366538756,0.323361660830003,0.170136949382775,0.99295518787443,-0.113367422196127,0.539066218561554,90.9269549580942,0.212849398182714,0.204209798058814,0.166440211632457,1.27883397945167,0.88160725422771,9.96670311179083e-27,0.945328169801994,0.990316899229131,0.977025442307036
"165","Firmicutes bacterium CAG:475",91.1129026908399,3.68005234179868,8.84256677561196,3,0.0149162015643361,26.5277003268359,-0.271040240687987,2.05104902962749,43.8664706985959,0.89000439446975,0.14015396004227,0.592380596947653,1.50241989534373,-0.0422667799028374,1.50111871307803,91.030177616724,0.729425966587597,0.0671780894148066,0.393728023870565,1.85261379014106,-0.322968022528441,1.25474988319217,91.1994252958102,0.465890930331866,0.250077714676675,0.40248645336482,1.15753195278246,-1.26013916601561,0.283246326965264,91.0301776175935,-0.488446419525171,0.217953252880891,0.393728023870565,-1.24056808231091,0.538710593371825,0.155355844597119,0.654595801507069,0.990316899229131,0.977025442307036
"166","Firmicutes bacterium CAG:536",90.7221989665104,0.30342871567061,0.0669246989985213,3,0.822841390749939,0.200774096995564,1.71176510377162,2.81629316753541,35.1954564867528,2.26402913565352,1.78570544438289e-09,0.281772540841608,8.03495304720337,-0.157156155939935,0.310446653120079,90.6911425498444,0.076645248590072,0.522157040393819,0.119288622839095,0.642519351518182,-0.264940686090263,0.213207332054282,90.7546435081622,-0.0258666770179908,0.832536667791898,0.1219787766296,-0.21205883296024,-0.251365508143553,0.216237300916462,90.6911425521408,-0.0175641036135455,0.883269118009592,0.119288622839095,-0.147240392214413,0.971184627392181,3.11106270767746e-09,0.88397494919196,0.990316899229131,0.977025442307036
"167","Firmicutes bacterium CAG:552",91.0289100689296,4.44463207299309,4.16877293870207,3,0.00582396586222364,12.5063188161062,-0.147431661748681,1.9742336053475,36.2873266407356,0.913400971799407,0.100071911324063,0.541251085181055,1.68757346970282,0.164232796748714,1.12850234111499,90.9930407210225,0.646367568931851,0.0100917054298446,0.245991648819139,2.62759964427525,-0.0290072144575385,0.956979988087902,91.0663866550784,0.463986386815182,0.0683404373277483,0.251531969547089,1.84464180696649,-0.609176469042649,0.355093075323626,90.9930407216561,-0.127041696859511,0.606794974865924,0.245991648819139,-0.516447194322911,0.518101064862941,0.113171743170802,0.403535162668261,0.910716973305135,0.977025442307036
"168","Firmicutes bacterium CAG:555",91.0841442702316,1.37545835714192,0.526706516651845,3,0.255310339238443,1.58011954995553,3.21156407086246,4.19208093034331,42.1946047866739,3.70182250060289,2.62814004930909e-18,0.250136448224314,14.7992126972364,-0.100847548712867,0.515283167291556,91.0113230174173,0.207217809289344,0.190693167269733,0.157179091265039,1.3183547991121,-0.427626078123289,0.202246959281972,91.1602916534407,-0.112689559420658,0.484897324441733,0.160684849919085,-0.701307929636207,-0.262013264479641,0.354117451524782,91.0113230174175,0.0460520935225704,0.770195855874844,0.15717909126504,0.292991218818769,0.831455718231224,1.03398185977513e-17,0.770723320200273,0.990316899229131,0.977025442307036
"169","Acidaminococcus intestini CAG:325",90.9975721057075,0.18357021362306,0.0997005460658555,3,0.907315599462277,0.299101638197567,-2.37993850157956,0.586585163086405,32.4430995727252,-0.896676669246578,0.244680982301399,0.756780146999008,-1.18485754786555,-0.248771416770327,0.484998494810776,90.9874087460859,0.118113539020225,0.529633288265116,0.187189641587546,0.630983306653667,-0.34419701417836,0.406208693782068,91.0081846714823,0.0310058398018541,0.871691211558274,0.191433545177241,0.161966596675347,-0.370730813299293,0.363039098281811,90.9874087471374,-0.00384585750874106,0.983653405395086,0.187189641587546,-0.0205452474620098,0.991304396804939,0.26468466114865,0.886096401665825,0.990316899229131,0.994633187262458
"170","Akkermansia muciniphila CAG:154",90.9666137992229,1.14287642992251,1.89581106890098,3,0.336128002011485,5.68743320670294,1.01949366181931,3.1616732798967,40.8348943670316,2.09058347085801,0.000438808332509178,0.546484434146398,3.82551329961204,-0.292231176708355,0.990129307543037,90.901161261876,0.348949065417341,0.288945802573045,0.327138787846738,1.06666980003857,-0.755168673556574,0.555851229747529,91.0350447732839,-0.0996587219045224,0.766399004607428,0.334449998480906,-0.29797794096929,-0.87093848382926,0.411422000422132,90.901161261188,-0.229758241703564,0.484270141423081,0.327138787846738,-0.702326505566206,0.888117324831793,0.000584612691005868,0.812269390210683,0.990316899229131,0.977025442307036
"171","Bacteroides caccae CAG:21",91.1033879328428,0.636876109346717,0.389796144553083,3,0.593167916272092,1.16938843365925,5.92788742375192,7.05534256499227,45.1478773032499,6.4916149943721,3.16174454490816e-26,0.287621392569855,22.570000570439,-0.290939856106491,0.487999286682119,91.0128907378279,0.0985297152878143,0.621202364152547,0.198712616388052,0.495840259560584,-0.537541651332698,0.258688703114799,91.1980558058001,-0.13942647410895,0.494195139385667,0.2031237208255,-0.686411579811146,-0.518131772451219,0.260807370337391,91.0128907417508,-0.128662201056914,0.518952020906886,0.198712616388052,-0.647478773092387,0.927995739998803,3.35385054257346e-25,0.900334436915981,0.990316899229131,0.977025442307036
"172","Bacteroides dorei CAG:222",91.1220216644135,0.374608499485156,0.112443336251238,3,0.771513674496797,0.337330008753713,7.1834636164911,8.10402472802217,40.7815589517877,7.64374417225664,8.36716295729042e-31,0.234841333512333,32.5485469611984,-0.192657746169399,0.352836640127593,91.0582515060053,0.0800894469790971,0.566356821336346,0.139159288282791,0.575523545480805,-0.288256049652702,0.269434309838329,91.1886910002833,-0.00941086990718642,0.947405046885257,0.142270563104736,-0.0661476956428322,-0.339026328358595,0.206468057938397,91.0582515058425,-0.0662791352100987,0.635013968455513,0.139159288282791,-0.476282510696738,0.96405398536947,1.84517962058141e-29,0.887304685059774,0.990316899229131,0.977025442307036
"173","Bacteroides faecis CAG:32",91.0646597588903,1.5090197349054,0.7290419965764,3,0.217506173397206,2.1871259897292,4.21945569294228,5.70866917774317,36.5930429426855,4.96406243534273,2.37202973792735e-15,0.379908380089537,13.0664725905041,-0.147531475739278,0.544524226138164,91.0270750125518,0.198496375199443,0.263833804514992,0.176548066019654,1.12431917083332,-0.00709301616727964,0.700542385217464,91.1039301125517,0.346724684525092,0.0579004575825218,0.180522552191388,1.92067240528208,-0.0401804726610637,0.651875229216377,91.0270750130673,0.305847378277657,0.0865939121759632,0.176548066019654,1.7323745604985,0.80650519162327,6.80740041227097e-15,0.802501137447088,0.899574694624976,0.952564413859888
"174","Bacteroides finegoldii CAG:203",91.1108840639049,1.11883966021723,0.66890292904408,3,0.345681997682969,2.00670878713224,4.6429256140171,5.73201675706682,45.9941143642087,5.18747118554196,4.23789315949832e-23,0.277834478500709,18.6710850774725,-0.222191601122904,0.547665039211443,91.0154269845196,0.162736719044269,0.409488930079032,0.196395608900694,0.828616891972142,-0.468094102174737,0.31882911589063,91.2107513683669,-0.0746324931420533,0.710926799699382,0.200749407711702,-0.371769431316249,-0.132213041927696,0.637643598406651,91.0154269821305,0.252715278239477,0.201438910207839,0.196395608900694,1.28676643868989,0.888117324831793,2.77449567785906e-22,0.862545082723336,0.990316899229131,0.977025442307036
"175","Bacteroides fragilis CAG:47",90.9586407415141,0.941033728587325,0.685698296954125,3,0.424265859624462,2.05709489086238,2.5290016023984,3.66014251721998,48.3381560662892,3.09457205980919,2.23454703288154e-14,0.288561658210018,10.7241276578642,-0.256126558148849,0.593789780556727,90.8479442349706,0.168831611203939,0.438195275199105,0.216819376633859,0.778673999644614,-0.185094339536993,0.683586991412253,91.0744911020472,0.24924632593763,0.263661097282413,0.221606452414762,1.12472503946382,-0.505500793957822,0.344415544747754,90.8479442354771,-0.0805426246050341,0.711149938007844,0.216819376633859,-0.371473370394593,0.907850896587241,5.67439519259008e-14,0.862545082723336,0.990316899229131,0.977025442307036
"176","Bacteroides thetaiotaomicron CAG:40",91.0339189915588,4.17732077848094,1.61779770795018,3,0.00808312354755399,4.85339312385054,4.40473690589711,5.45400448399714,40.5993998013927,4.92937069494713,2.5600772359976e-21,0.26767521913069,18.4154913964614,0.167131482960833,0.786751490055011,90.9705188966157,0.476941486507922,0.00330741372102252,0.1580692328996,3.01729487616897,0.177234927365243,0.810709978910993,91.1002009942076,0.493972453138118,0.00293673717837529,0.16160374796234,3.0566893365198,0.0578550866899359,0.677475093784114,90.9705188989259,0.367665090237025,0.0222423747463241,0.1580692328996,2.32597503949775,0.525091892754529,1.34927341117358e-20,0.37681476633607,0.410164292579748,0.706413696967431
"177","Blautia hydrogenotrophica CAG:147",90.9631883142536,1.40850517638924,0.48075427346132,3,0.245427877807288,1.44226282038396,0.666203053856798,1.5479435194926,43.451891954613,1.1070732866747,1.2802492814333e-05,0.224937925541198,4.92168354452054,-0.469414862739572,0.112279145830869,90.8816108984019,-0.178567858454352,0.231971694549701,0.148394055492542,-1.20333565830288,-0.556858776924746,0.037779834351325,91.0485086920668,-0.25953947128671,0.0905019566448196,0.15169631074002,-1.71091485363487,-0.304891351522458,0.276802657047983,90.881610899013,-0.0140443472372375,0.924807346717093,0.148394055492542,-0.0946422495875739,0.826223371803488,1.84338298598128e-05,0.785357502582501,0.990316899229131,0.977025442307036
"178","Butyrivibrio crossotus CAG:259",91.0863672320919,0.737011230248493,0.310842160206222,3,0.532630524762423,0.932526480618667,3.58755686716807,4.66539762624097,41.0267037691663,4.12647724670452,2.92409634120063e-18,0.27496442985044,15.0073129420741,-0.178646561572743,0.467967498990108,91.0207654306241,0.144660468708682,0.382813812658375,0.16495559756793,0.876966109920035,-0.40844568900737,0.252618310664287,91.1549543399166,-0.0779136891715415,0.64517723704262,0.168641874260457,-0.46200677923686,-0.383559437868564,0.263054622694287,91.0207654314552,-0.0602524075871387,0.715761459774951,0.16495559756793,-0.365264401302456,0.927995739998803,1.14504333361034e-17,0.862545082723336,0.990316899229131,0.977025442307036
"179","Clostridium leptum CAG:27",90.769015476636,1.97689162949938,1.69111537647089,3,0.12301533811917,5.07334612941268,2.82859182555229,3.80174029392477,63.7392405169654,3.31516605973853,3.91693692852038e-20,0.248256722074627,13.3537816500372,-0.565183044582078,0.355706252616211,90.5693962285234,-0.104738395982933,0.656778622651033,0.234925055884227,-0.445837484591466,-1.01923030711549,-0.0785106376729441,90.9783345818118,-0.548870472394215,0.0245083681084726,0.239983917271649,-2.28711356425157,-0.607440739573288,0.313448557625001,90.5693962314634,-0.146996090974144,0.533075626961871,0.234925055884227,-0.625714828164538,0.725367583267754,1.86499610573868e-19,0.909617671823368,0.662032919012199,0.977025442307036
"180","Coprococcus eutactus CAG:665",91.0158608990449,1.01747091613965,0.575344498563273,3,0.388748286145254,1.72603349568982,3.46492079298564,4.65144037335131,42.2265497532013,4.05818058316847,8.19072763047347e-17,0.302689128403578,13.4070906496439,-0.698510531626855,0.0502021995371003,90.9422367631808,-0.324154166044877,0.0930925793984893,0.19100165540533,-1.6971275215232,-0.606364484260295,0.159044608230107,91.0928493233604,-0.223659938015094,0.255026989741001,0.195261009520545,-1.14544085664763,-0.523942906666455,0.2247698244975,90.9422367639018,-0.149586541084477,0.435562765755212,0.19100165540533,-0.783168820013812,0.895052607396731,2.72374196600665e-16,0.670786648762464,0.990316899229131,0.977025442307036
"181","Dialister invisus CAG:218",90.9813100039476,0.578224890738434,0.758161305757552,3,0.630786361944263,2.27448391727266,-0.609559874102916,2.39420352588313,34.5295822764621,0.892321825890107,0.252210211553321,0.766280254045316,1.16448495335668,-0.795605616258688,0.344498868486507,90.9567534832118,-0.22555337388609,0.44005489470024,0.290848325208574,-0.775501711155947,-0.427749825723089,0.738107832868957,91.0069602888504,0.155179003572934,0.60310938913577,0.297418133136165,0.521753673646689,-0.53715617612183,0.602948308623364,90.9567534832119,0.032896066250767,0.910197481367773,0.290848325208574,0.113103853106861,0.941140957124589,0.27236102742485,0.862545082723336,0.990316899229131,0.977025442307036
"182","Eubacterium dolichum CAG:375",90.5454744925652,1.15657651299052,0.837658134121062,3,0.330812664336873,2.51297440236319,-1.24926311363057,-0.284571904681841,57.0241590914763,-0.766917509156205,0.00286668183431824,0.246099218291277,-3.11629396664113,-0.568802618827832,0.278538844214334,90.3808319154686,-0.145131887306749,0.50367705625983,0.216162508527169,-0.67140175368805,-0.307865000869941,0.557912061990271,90.7179893080497,0.125023530560165,0.572749459238583,0.220865554083991,0.56606169793512,-0.185655824704508,0.661685638337658,90.3808319176003,0.238014906816575,0.27378024363201,0.216162508527169,1.10109245325796,0.888117324831793,0.00366760210253234,0.881329019010274,0.990316899229131,0.977025442307036
"183","Methanobrevibacter smithii CAG:186",91.04018460677,0.523417808971294,0.859816301047654,3,0.66726839082488,2.57944890314296,-0.294877803949957,2.53805586408596,36.1972061425117,1.121589030068,0.129376655699251,0.722700440003422,1.55194181155153,-0.447452508177081,0.828665470470038,91.004997473499,0.190606481146479,0.559662479747982,0.325546282664624,0.585497335697856,-0.322031113122352,0.982833117215203,91.0769478376844,0.330401002046425,0.3235570836843,0.332879644888926,0.992553936894136,-0.267143799982852,1.00897417866427,91.0049974718386,0.370915189340708,0.25754215528065,0.325546282664624,1.13936238590942,0.948448697824308,0.144749849767653,0.886573077559186,0.990316899229131,0.977025442307036
"184","Odoribacter laneus CAG:561",90.9949666062981,0.536646133784618,0.158494997812914,3,0.658352145770537,0.475484993438741,2.68576934745719,3.60729651793046,40.4257951182133,3.14653293269382,1.91889314579098e-16,0.235087781648582,13.3845022086149,-0.102946759634866,0.438151348214518,90.9323138189996,0.167602294289826,0.227824027790561,0.138037768070612,1.21417708089927,-0.214120297942586,0.339079619098677,91.0604662788625,0.0624796605780453,0.659014114370318,0.141125021022027,0.442725606880818,-0.156676042368454,0.38442206548093,90.9323138188236,0.113873011556238,0.41156393943547,0.138037768070612,0.824940979181778,0.948448697824308,6.11419184856594e-16,0.785357502582501,0.990316899229131,0.977025442307036
"185","Parabacteroides merdae CAG:48",90.9307495164874,0.455022257061592,0.126399068423655,3,0.714388291713039,0.379197205270966,6.20546377954622,7.64862211789333,34.1645678341919,6.92704294871977,1.32184530436059e-19,0.36815940234886,18.8153362498015,-0.126339222195642,0.398429393819611,90.9082699629082,0.136045085811984,0.312215691453496,0.133872004831354,1.01623252735602,-0.143049825466654,0.393578887508863,90.9542292205311,0.125264531021105,0.362598753411821,0.136897595366133,0.915023603490508,-0.211509306279604,0.313259309735649,90.9082699637979,0.0508750017280222,0.704811648128891,0.133872004831354,0.380027189344868,0.963338672747862,6.0201432883379e-19,0.824973536894909,0.990316899229131,0.977025442307036
"186","Paraprevotella clara CAG:116",91.0577904037475,0.35475224557643,0.128818570475081,3,0.785803993022911,0.386455711425244,5.0627319111332,6.44153879371475,35.83833090158,5.75213535242398,3.37215171562023e-18,0.351742912996719,16.3532373784533,-0.247342181744909,0.352640754000837,91.025107196306,0.0526492861279637,0.731655573952213,0.15305968387132,0.343978798311298,-0.413191519031083,0.2003155536525,91.0919356098244,-0.106437982689291,0.498183385095803,0.156509782200808,-0.680072396706345,-0.317417900425506,0.282565035320239,91.025107197638,-0.0174264325526336,0.909604405498136,0.15305968387132,-0.113853838658678,0.96405398536947,1.30224107727638e-17,0.93750362533938,0.990316899229131,0.977025442307036
"187","Parasutterella excrementihominis CAG:233",91.0337722297024,3.54775474844932,1.57177183914234,3,0.0175714445336493,4.71531551742703,1.68475950747493,3.4323804566303,34.5788421017665,2.55856998205262,1.77646507796992e-06,0.445829862931253,5.73889322987579,0.0381325663633149,0.700852745042438,91.0092897791129,0.369492655702876,0.0314183971478757,0.1690643766688,2.18551455358759,-0.204938848114123,0.472751320735008,91.059345090038,0.133906236310442,0.440613999355196,0.172883321886184,0.774546872708742,-0.494873347954746,0.167846830724377,91.0092897804213,-0.163513258615185,0.336024394517558,0.1690643766688,-0.96716565510137,0.538710593371825,2.64418780699607e-06,0.52026967243959,0.990316899229131,0.977025442307036
"188","Peptostreptococcus anaerobius CAG:621",91.2395617494295,0.498252803080737,0.232178962090319,3,0.684412996352048,0.696536886270957,-0.203558743062974,0.607720062543278,54.622875856556,0.202080659740152,0.333165402021676,0.206962681969035,0.976411098936118,-0.326274620437671,0.353396465678909,91.095773626741,0.0135609226206189,0.937831652432767,0.173388667209637,0.0782111243996293,-0.285659112675093,0.408877539403728,91.3901519050576,0.0616092133643178,0.728850711986441,0.177180973109005,0.347719127416771,-0.149957108631403,0.529713977485176,91.0957736297273,0.189878434426886,0.276358505696311,0.173388667209637,1.09510291233343,0.94883788277393,0.352071383220888,0.98651970350939,0.990316899229131,0.977025442307036
"189","Prevotella stercorea CAG:629",91.1001859918851,0.0982385556797783,0.0932978946801988,3,0.960807622675746,0.279893684040596,1.28114368862526,2.91202063690738,40.8485961519789,2.09658216276632,9.96553294171512e-06,0.416047682800874,5.03928335485952,-0.506709699007231,0.4635928562725,91.0358098258152,-0.0215584213673654,0.930788139116042,0.247530710496049,-0.0870939259381698,-0.463063345140529,0.528929582698881,91.1674898229949,0.032933118779176,0.8967443756647,0.253064070478877,0.130137473553066,-0.381199672996225,0.589102882283506,91.0358098237323,0.103951604643641,0.675508286985148,0.247530710496048,0.419954374288843,0.99902494587212,1.44482986248396e-05,0.983902080804823,0.990316899229131,0.977025442307036
"190","Ruminococcus obeum CAG:39",91.2014911751152,1.78283164405774,0.715046309844493,3,0.155992361542328,2.14513892953348,5.71208965031608,6.43678632252862,57.180325019655,6.07443798642235,8.13027910501526e-39,0.184874997175676,32.8570011046445,-0.59484904686152,0.0357076688748575,91.0430185376016,-0.279570688993331,0.085594882323982,0.160859260861457,-1.73798317545495,-0.612316741650396,0.0319743576410471,91.3675135754909,-0.290171192004674,0.0808326319442969,0.164362994517636,-1.76542896931425,-0.648412769828778,-0.0178560540924016,91.0430185385534,-0.33313441196059,0.0411922812672813,0.160859260861457,-2.07096818782171,0.747669115285701,1.7032934725007e-36,0.670786648762464,0.982800233878268,0.841930041511749
"191","Ruminococcus torques CAG:61",90.9618814703866,1.08803148278731,0.666847025910238,3,0.358305583185557,2.00054107773071,2.79912871517575,4.04093003674861,42.0199689357641,3.42002937596218,1.07938102540891e-13,0.316791872546646,10.7958242377528,-0.47844322916812,0.301036123556875,90.8890475507607,-0.0887035528056225,0.656599075041934,0.198850427577606,-0.446081780593627,-0.341563078597335,0.455302779434655,91.0380423137603,0.05686985041866,0.780301544574248,0.203285842065866,0.279753129095108,-0.132597534551537,0.646881818173458,90.8890475497778,0.257142141810961,0.199238647238131,0.198850427577606,1.29314351969701,0.888117324831793,2.60668962332181e-13,0.909617671823368,0.990316899229131,0.977025442307036
"192","Sutterella wadsworthensis CAG:135",90.9996519336504,0.505018278563031,1.07801064114825,3,0.67978270732278,3.23403192344475,0.728242911224629,3.82146185981914,36.6694821105073,2.27485238552189,0.00655474779140788,0.789100966393625,2.88284070404639,-0.426888855381187,1.02780033921907,90.9610434766511,0.300455741918939,0.420263861882667,0.371101001363968,0.809633336516542,-0.290832262140943,1.19659693551343,91.0399928708018,0.452882336686242,0.235769391912741,0.37945319643295,1.19351303650506,-0.435441742454523,1.01924745214573,90.9610434788513,0.291902854845603,0.433568779997312,0.371101001363968,0.786586006970407,0.948448697824308,0.0082352003736129,0.862545082723336,0.990316899229131,0.977025442307036
"193","Ruminococcus albus",91.0035336902138,2.17451282374001,0.960999314637947,3,0.09641938896241,2.88299794391384,1.46493613845743,2.22657587433344,56.8313607273944,1.84575600639544,2.4557171794272e-13,0.194299421286241,9.49954453892212,-0.405467634346716,0.256432988843273,90.8448844341708,-0.0745173227517213,0.660038066559138,0.168855302549174,-0.441308751497576,-0.663582613201971,0.0127371330385108,91.1697433140557,-0.32542274008173,0.0624594397806297,0.17253371785788,-1.88613996221763,-0.233257165637889,0.4286434575521,90.8448844331576,0.0976931459571058,0.564316849017379,0.168855302549174,0.578561315411791,0.692522295492883,5.70052907578946e-13,0.909617671823368,0.906699306777215,0.977025442307036
"194","Ruminococcus flavefaciens",90.9779779060968,1.32558712975514,0.372892363898652,3,0.270955429394384,1.11867709169596,3.1071309324563,3.87278626802156,44.9338161155797,3.48995860023893,4.82849761512655e-22,0.195323827785778,17.8675517462547,-0.353132295883095,0.174947854189328,90.8875970396964,-0.0890922208468835,0.510073958293093,0.13471679945087,-0.661329702086445,-0.468933103526656,0.0708707192243716,91.0725241576324,-0.199031192151142,0.151800964141937,0.137707587233473,-1.44531754676451,-0.205618402350365,0.322461747722058,90.887597037526,0.0584216726858464,0.665560878855008,0.13471679945087,0.433662861083276,0.851080362570979,2.79053862170762e-21,0.882131512428544,0.990316899229131,0.977025442307036
"195","Clostridium ventriculi",91.0855122354042,4.39565427147657,4.33238802632535,3,0.00618259027282746,12.9971640789761,-2.16571258508326,-1.22246698545312,76.0955838208294,-1.69408978526819,7.33329034957614e-10,0.240628299058129,-7.04027660877471,-0.152436877943211,0.836034611929751,90.8210789344684,0.34179886699327,0.178634484273723,0.252165727959773,1.35545329557154,0.0910064419944105,1.10034103996911,91.3631660585341,0.595673740981759,0.0229445090641637,0.257488047213163,2.31340346640878,0.386478512509646,1.37495000238261,90.8210789309452,0.880714257446127,0.000740961677083583,0.252165727959773,3.49260093578863,0.518101064862941,1.3019697696917e-09,0.770723320200273,0.640916619858972,0.127978912314233
"196","Prevotella sp. AGR2160",91.0049793608944,0.192209042523616,0.149004296452494,3,0.90146112253694,0.447012889357481,-0.21329076220505,1.39701231731073,38.9082235307094,0.591860777552838,0.157653590638573,0.410799150448081,1.44075462889167,-0.383972275304147,0.492674673471324,90.951982049587,0.0543511990835885,0.808528290488715,0.223638535118592,0.243031457234179,-0.277698546519212,0.618604695701064,91.0603727937206,0.170453074590926,0.457909853470659,0.228652987832991,0.745466202765851,-0.359023830773725,0.517623118001745,90.9519820495869,0.07929964361401,0.723718761473146,0.223638535118592,0.354588459327722,0.9905301004927,0.174062857648385,0.959930254609391,0.990316899229131,0.977025442307036
"197","Staphylococcus haemolyticus",91.2347041745058,1.40948973601667,1.07292644977527,3,0.245117357055983,3.21877934932581,-3.1436453317493,-2.20152088286254,61.9262003236822,-2.67258310730592,2.13999737129425e-16,0.240342285959873,-11.1199038347839,-0.170681450652883,0.698011414621703,91.0503697797755,0.26366498198441,0.237228642036775,0.221609394898765,1.18977348458019,-0.575003996445816,0.312468630577372,91.4279273444969,-0.131267682934222,0.563473125552472,0.226400238479752,-0.579803642503503,-0.570283156481682,0.298409708792904,91.0503697822972,-0.135936723844389,0.541136720048947,0.221609394898765,-0.613406863488288,0.826223371803488,6.7672369703569e-16,0.785357502582501,0.990316899229131,0.977025442307036
"198","Tissierellia bacterium S7-1-4",90.98083719164,2.25770426297486,1.6082351232922,3,0.0870045771618288,4.82470536987659,-2.58454868598615,-1.8086170583769,80.7670401109875,-2.19658287218153,6.46865724868747e-18,0.197945379029844,-11.0969141232155,-0.137514553774589,0.702822439497338,90.6884311235479,0.282653942861375,0.190657015300554,0.21437562115947,1.3184985369727,-0.119826327151342,0.738094644677884,91.2880411522463,0.309134158763271,0.161213117193026,0.218861412402574,1.4124653376295,-0.588422177367353,0.251914815904574,90.6884311244633,-0.168253680731389,0.434584349237211,0.21437562115947,-0.784854545593263,0.692522295492883,2.45282116488692e-17,0.770723320200273,0.990316899229131,0.977025442307036
"199","Prevotella sp. S7 MS 2",91.0998578208468,0.553973923510229,0.130586513091017,3,0.64677580553802,0.39175953927305,2.93187363167107,3.64755913023546,44.3713001112203,3.28971638095327,4.92670983020538e-22,0.182576186146691,18.0183212848479,-0.26468757042361,0.218723664120186,91.0139756933062,-0.022981953151712,0.852578694787732,0.123321458546402,-0.186358103630963,-0.118444728718085,0.375710861563326,91.1896887373237,0.12863306642262,0.310242139608945,0.126062415988061,1.0203918861495,-0.203501754404356,0.279909480139439,91.0139756922178,0.0382038628675418,0.757428178217916,0.123321458546402,0.309790877580051,0.948448697824308,2.82779646418638e-21,0.965487765178539,0.990316899229131,0.977025442307036
"200","Alistipes senegalensis",90.9403261874128,2.08530616608025,0.961624716498236,3,0.10763857755986,2.88487414949471,5.89212380239239,6.70799697573402,53.5427350503313,6.3000603890632,2.3441434533728e-35,0.20813473609136,30.2691444367931,-0.00920678750390697,0.666923098098352,90.7995203205096,0.328858155297222,0.059736437311975,0.1724852831316,1.90658674946961,-0.0474056307316474,0.643528565193253,91.0877852914517,0.298061467230803,0.0942531923485165,0.17626196230515,1.69101412087306,-0.324580225046998,0.351549660555261,90.7995203168975,0.0134847177541314,0.937857735818669,0.1724852831316,0.0781789466863854,0.6974969103975,1.15552483172142e-33,0.618014005770803,0.990316899229131,0.977025442307036
